cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
1180,6,2,10,1.84184619960873,1453,11,0.943194553897495,1
1209,6,2,10,2.00100575870762,1331,11,0.943194553897495,1
1185,2,2,10,1.96917384688784,1370,11,0.943194553897495,1
1142,6,2,10,2.05273261541475,1587,11,0.888450287786284,1
1316,6,2,10,1.9174469901807,1682,11,0.943194553897495,1
1069,6,2,10,1.74237147517193,1075,11,0.943194553897495,1
1178,2,2,10,2.16414430678397,1449,11,0.943194553897495,1
1279,2,2,10,2.01294272564003,1573,11,0.888450287786284,1
1281,2,2,10,1.99702676973015,1704,11,0.943194553897495,1
1146,2,2,10,1.88163608938346,1462,11,0.888450287786284,1
1320,6,2,10,2.07660654927959,1586,11,0.888450287786284,1
1180,2,2,10,1.78216136494665,1303,11,0.888450287786284,1
1197,6,2,10,1.7901193429016,1215,11,0.888450287786284,1
1161,6,2,10,1.89357305631587,1333,11,0.888450287786284,1
1216,6,2,10,1.92540496813565,1395,11,0.888450287786284,1
1225,6,2,10,2.02885868154992,1365,11,0.888450287786284,1
1305,2,2,10,1.83786721063126,1397,11,0.943194553897495,1
1135,6,2,10,1.86174114449609,1225,11,0.943194553897495,1
1223,2,2,10,1.73441349721699,1246,11,0.888450287786284,1
1357,2,2,10,2.00498474768509,1787,11,0.943194553897495,1
1090,6,2,10,1.75828743108182,1237,11,0.888450287786284,1
1163,2,2,10,1.97713182484278,1554,11,0.888450287786284,1
1316,6,2,10,2.06864857132464,1502,11,0.943194553897495,1
1141,6,2,10,2.00100575870762,1583,11,0.888450287786284,1
1193,2,2,10,1.77420338699171,1341,11,0.943194553897495,1
1260,2,2,10,1.99702676973015,1537,11,0.888450287786284,1
1162,2,2,10,1.89755204529334,1624,11,0.943194553897495,1
1363,6,2,10,2.11241745007684,1718,11,0.888450287786284,1
1204,6,2,10,2.00896373666256,1649,11,0.943194553897495,1
1294,2,2,10,1.94529991302301,1295,11,0.888450287786284,1
1190,2,2,10,1.77022439801424,1313,11,0.888450287786284,1
1199,2,2,10,2.08058553825706,1489,11,0.888450287786284,1
1250,2,2,10,2.24372408633341,1679,11,0.943194553897495,1
1145,6,2,10,1.93734193506806,1598,11,0.943194553897495,1
1325,2,2,10,2.00498474768509,1625,11,0.888450287786284,1
1347,6,2,10,2.12435441700925,1881,11,0.943194553897495,1
1290,6,2,10,1.94529991302301,1520,11,0.943194553897495,1
1067,2,2,10,2.01692171461751,1592,11,0.888450287786284,1
1272,6,2,10,2.01294272564003,1541,11,0.943194553897495,1
1076,2,2,10,1.89357305631587,1288,11,0.888450287786284,1
1333,6,2,10,2.00498474768509,1644,11,0.888450287786284,1
1150,6,2,10,1.7184975413071,1169,11,0.943194553897495,1
1179,2,2,10,1.97315283586531,1440,11,0.888450287786284,1
1157,2,2,10,1.67870765153238,1192,11,0.888450287786284,1
1194,2,2,10,1.92540496813565,1398,11,0.943194553897495,1
1280,2,2,10,2.01294272564003,1291,11,0.943194553897495,1
1090,2,2,10,1.72247653028457,1005,11,0.888450287786284,1
1128,2,2,10,1.73043450823952,1243,11,0.888450287786284,1
1244,2,2,10,2.0606905933697,1522,11,0.943194553897495,1
1122,2,2,10,1.84184619960873,1200,11,0.943194553897495,1
1327,2,2,10,2.13629138394167,1731,11,0.888450287786284,1
1365,6,2,10,2.16414430678397,1670,11,0.888450287786284,1
1259,6,2,10,1.98508980279773,1401,11,0.943194553897495,1
1143,6,2,10,1.8895940673384,1446,11,0.943194553897495,1
1159,2,2,10,2.02090070359498,1661,11,0.888450287786284,1
1188,2,2,10,2.04079564848234,1616,11,0.888450287786284,1
1242,2,2,10,1.88163608938346,1175,11,0.943194553897495,1
1216,2,2,10,1.94927890200048,1503,11,0.888450287786284,1
1027,2,2,10,1.81399327676643,1322,11,0.888450287786284,1
1216,6,2,10,1.99304778075267,1565,11,0.943194553897495,1
1176,2,2,10,1.8179722657439,1505,11,0.888450287786284,1
1145,6,2,10,1.88561507836093,1428,11,0.943194553897495,1
1255,6,2,10,1.85776215551862,1350,11,0.943194553897495,1
1247,6,2,10,2.00896373666256,1389,11,0.888450287786284,1
1065,6,2,10,1.86174114449609,1238,11,0.888450287786284,1
1253,6,2,10,2.35115678872516,1365,11,0.888450287786284,1
1081,2,2,10,1.72247653028457,1109,11,0.943194553897495,1
1290,6,2,10,1.79409833187907,1360,11,0.943194553897495,1
1014,6,2,10,1.80603529881149,939,11,0.888450287786284,1
1250,2,2,10,1.89357305631587,1369,11,0.888450287786284,1
1238,2,2,10,2.14424936189661,1509,11,0.943194553897495,1
1224,2,2,10,1.90948901222576,1623,11,0.888450287786284,1
1207,2,2,10,1.94927890200048,1441,11,0.888450287786284,1
1183,2,2,10,1.84184619960873,1277,11,0.888450287786284,1
1211,6,2,10,1.97315283586531,1392,11,0.943194553897495,1
1287,6,2,10,1.90551002324829,1560,11,0.943194553897495,1
1323,2,2,10,2.03283767052739,1599,11,0.943194553897495,1
1328,6,2,10,2.11241745007684,1701,11,0.943194553897495,1
1182,6,2,10,1.82593024369885,1493,11,0.943194553897495,1
1155,2,2,10,1.82990923267632,1325,11,0.943194553897495,1
1146,6,2,10,1.96917384688784,1467,11,0.888450287786284,1
1346,6,2,10,1.94529991302301,1338,11,0.888450287786284,1
1212,6,2,10,1.86174114449609,1385,11,0.943194553897495,1
1119,6,2,10,1.94927890200048,1468,11,0.943194553897495,1
1258,2,2,10,1.65483371766755,1127,11,0.943194553897495,1
1055,6,2,10,1.96519485791037,1402,11,0.888450287786284,1
1092,2,2,10,1.87367811142851,1419,11,0.943194553897495,1
1221,6,2,10,1.82990923267632,1310,11,0.943194553897495,1
1044,2,2,10,1.73043450823952,1222,11,0.943194553897495,1
1193,2,2,10,1.89357305631587,1513,11,0.943194553897495,1
1187,2,2,10,2.08456452723453,1474,11,0.888450287786284,1
1158,6,2,10,1.8179722657439,1090,11,0.943194553897495,1
1234,6,2,10,1.92142597915818,1479,11,0.943194553897495,1
1143,6,2,10,1.76226642005929,1182,11,0.888450287786284,1
1312,2,2,10,1.82990923267632,1455,11,0.943194553897495,1
1106,6,2,10,1.86969912245104,1304,11,0.888450287786284,1
1140,2,2,10,2.01692171461751,1466,11,0.943194553897495,1
1123,2,2,10,1.82195125472137,1189,11,0.888450287786284,1
1160,6,2,10,1.87367811142851,1441,11,0.888450287786284,1
1238,2,2,10,1.8179722657439,1422,11,0.888450287786284,1
1231,6,2,10,1.78216136494665,1173,11,0.943194553897495,1
1302,2,2,10,2.02090070359498,1363,11,0.943194553897495,1
1179,6,2,10,1.98111081382026,1478,11,0.943194553897495,1
1195,2,2,10,1.73441349721699,1153,11,0.943194553897495,1
1292,6,2,10,2.00100575870762,1487,11,0.888450287786284,1
1205,2,2,10,1.9174469901807,1461,11,0.888450287786284,1
1243,2,2,10,1.94927890200048,1421,11,0.943194553897495,1
1035,2,2,10,1.73043450823952,1181,11,0.943194553897495,1
1272,2,2,10,2.03283767052739,1646,11,0.888450287786284,1
1331,6,2,10,2.02885868154992,1422,11,0.943194553897495,1
1184,2,2,10,2.01294272564003,1544,11,0.888450287786284,1
1180,2,2,10,2.04477463745981,1464,11,0.943194553897495,1
1296,6,2,10,2.03681665950487,1532,11,0.943194553897495,1
1253,6,2,10,1.88163608938346,1618,11,0.888450287786284,1
1147,2,2,10,1.67870765153238,1176,11,0.943194553897495,1
1281,6,2,10,1.86174114449609,1601,11,0.943194553897495,1
1305,2,2,10,2.12833340598672,1631,11,0.888450287786284,1
1209,6,2,10,1.98111081382026,1637,11,0.888450287786284,1
1254,2,2,10,2.03283767052739,1315,11,0.943194553897495,1
1310,2,2,10,1.9612158689329,1472,11,0.888450287786284,1
1207,2,2,10,2.05671160439223,1436,11,0.943194553897495,1
1152,2,2,10,1.87367811142851,1484,11,0.888450287786284,1
1079,2,2,10,1.56331697118569,1066,11,0.943194553897495,1
1310,6,2,10,1.89755204529334,1387,11,0.943194553897495,1
1062,6,2,10,1.67074967357744,1142,11,0.888450287786284,1
1120,2,2,10,1.89357305631587,1390,11,0.888450287786284,1
1226,2,2,10,1.94529991302301,1454,11,0.888450287786284,1
1295,2,2,10,1.99702676973015,1644,11,0.943194553897495,1
1309,6,2,10,1.91346800120323,1595,11,0.943194553897495,1
1157,6,2,10,1.78614035392413,1343,11,0.888450287786284,1
1144,6,2,10,1.79409833187907,1159,11,0.943194553897495,1
1310,2,2,10,2.00498474768509,1455,11,0.888450287786284,1
1310,6,2,10,2.14822835087408,1577,11,0.888450287786284,1
1134,6,2,10,1.73043450823952,1380,11,0.888450287786284,1
1143,6,2,10,1.73441349721699,1210,11,0.943194553897495,1
1290,6,2,10,1.94132092404554,1403,11,0.888450287786284,1
1208,6,2,10,1.7184975413071,1431,11,0.943194553897495,1
998,6,2,10,1.77022439801424,1198,11,0.888450287786284,1
1153,6,2,10,2.03283767052739,1598,11,0.943194553897495,1
1271,6,2,10,1.96917384688784,1551,11,0.888450287786284,1
1219,2,2,10,1.99304778075267,1543,11,0.943194553897495,1
1034,2,2,10,1.75032945312688,1161,11,0.888450287786284,1
1265,6,2,10,2.06466958234717,1374,11,0.888450287786284,1
1055,2,2,10,1.93734193506806,1512,11,0.888450287786284,1
1275,6,2,10,1.86572013347357,1303,11,0.943194553897495,1
1227,6,2,10,1.82195125472137,1368,11,0.943194553897495,1
1186,6,2,10,1.7463504641494,1233,11,0.943194553897495,1
1281,2,2,10,2.09252250518948,1676,11,0.943194553897495,1
1269,2,2,10,2.1323123949642,1481,11,0.888450287786284,1
1151,6,2,10,1.73441349721699,1354,11,0.888450287786284,1
1195,2,2,10,1.87367811142851,1274,11,0.943194553897495,1
1093,2,2,10,1.85378316654115,1441,11,0.943194553897495,1
1089,2,2,10,2.05671160439223,1381,11,0.888450287786284,1
1334,6,2,10,2.18801824064881,1530,11,0.943194553897495,1
1241,2,2,10,1.82990923267632,1373,11,0.943194553897495,1
1145,6,2,10,1.86969912245104,1537,11,0.888450287786284,1
1253,2,2,10,1.92540496813565,1380,11,0.888450287786284,1
1223,2,2,10,2.10843846109936,1632,11,0.943194553897495,1
1146,6,2,10,1.6906446184648,1179,11,0.943194553897495,1
1138,2,2,10,1.84582518858621,1381,11,0.943194553897495,1
1164,2,2,10,1.82195125472137,1351,11,0.943194553897495,1
1154,6,2,10,2.13629138394167,1444,11,0.943194553897495,1
1176,6,2,10,2.01294272564003,1626,11,0.888450287786284,1
1169,2,2,10,2.08058553825706,1517,11,0.888450287786284,1
1155,2,2,10,1.88561507836093,1442,11,0.888450287786284,1
1225,2,2,10,1.8179722657439,1339,11,0.943194553897495,1
1167,2,2,10,1.76226642005929,1199,11,0.888450287786284,1
1175,2,2,10,2.00498474768509,1385,11,0.943194553897495,1
1274,6,2,10,1.90153103427082,1427,11,0.943194553897495,1
1307,6,2,10,1.85378316654115,1634,11,0.943194553897495,1
1222,2,2,10,2.08456452723453,1498,11,0.888450287786284,1
1087,6,2,10,1.76226642005929,1159,11,0.943194553897495,1
1238,6,2,10,2.02487969257245,1409,11,0.888450287786284,1
1269,2,2,10,1.90153103427082,1394,11,0.943194553897495,1
1182,6,2,10,1.98508980279773,1332,11,0.888450287786284,1
1256,2,2,10,1.87765710040598,1416,11,0.888450287786284,1
1158,2,2,10,1.89357305631587,1427,11,0.943194553897495,1
1253,2,2,10,1.90153103427082,1541,11,0.888450287786284,1
1326,2,2,10,1.98508980279773,1607,11,0.888450287786284,1
1297,2,2,10,2.01692171461751,1580,11,0.943194553897495,1
1217,2,2,10,1.75430844210435,1370,11,0.943194553897495,1
1064,2,2,10,1.73441349721699,1125,11,0.943194553897495,1
1267,2,2,10,1.80603529881149,1504,11,0.943194553897495,1
1255,2,2,10,1.96519485791037,1132,11,0.943194553897495,1
1147,6,2,10,1.77420338699171,1300,11,0.943194553897495,1
1348,6,2,10,2.24770307531089,1704,11,0.888450287786284,1
1123,6,2,10,1.77420338699171,1226,11,0.943194553897495,1
1267,2,2,10,2.07262756030211,1778,11,0.888450287786284,1
1162,2,2,10,1.82195125472137,1151,11,0.888450287786284,1
1087,2,2,10,2.04875362643728,1343,11,0.888450287786284,1
1161,2,2,10,1.55535899323075,1438,11,0.943194553897495,1
1197,6,2,10,1.90153103427082,1257,11,0.888450287786284,1
1185,6,2,10,1.74237147517193,1111,11,0.943194553897495,1
1272,6,2,10,2.01294272564003,1663,11,0.943194553897495,1
1095,6,2,10,1.70258158539721,1431,11,0.888450287786284,1
1206,2,2,10,1.97713182484278,1489,11,0.888450287786284,1
994,6,2,10,1.73839248619446,1398,11,0.888450287786284,1
1160,6,2,10,1.9890687917752,1524,11,0.943194553897495,1
1157,2,2,10,1.86174114449609,1380,11,0.943194553897495,1
1005,6,2,10,1.75430844210435,1173,11,0.888450287786284,1
1262,2,2,10,1.8895940673384,1463,11,0.943194553897495,1
1143,6,2,10,1.8179722657439,1380,11,0.943194553897495,1
1102,6,2,10,1.94529991302301,1395,11,0.943194553897495,1
1131,2,2,10,2.04079564848234,1386,11,0.888450287786284,1
1140,2,2,10,1.77420338699171,1321,11,0.888450287786284,1
1194,6,2,10,1.86969912245104,1381,11,0.943194553897495,1
1239,6,2,10,1.93336294609059,1311,11,0.888450287786284,1
1314,2,2,10,1.86572013347357,1443,11,0.943194553897495,1
1277,2,2,10,2.06466958234717,1718,11,0.888450287786284,1
1229,2,2,10,1.9890687917752,1411,11,0.943194553897495,1
1314,6,2,10,2.10445947212189,1767,11,0.888450287786284,1
1031,6,2,10,1.86174114449609,1416,11,0.943194553897495,1
1295,2,2,10,1.86572013347357,1487,11,0.888450287786284,1
1187,2,2,10,2.04875362643728,1439,11,0.888450287786284,1
1285,2,2,10,1.89357305631587,1402,11,0.888450287786284,1
1132,2,2,10,1.8895940673384,1423,11,0.943194553897495,1
1082,2,2,10,1.76226642005929,1449,11,0.943194553897495,1
1167,2,2,10,1.9174469901807,1484,11,0.943194553897495,1
1265,6,2,10,2.15618632882903,1585,11,0.943194553897495,1
1264,6,2,10,1.95723687995542,1595,11,0.943194553897495,1
1051,2,2,10,1.9612158689329,1406,11,0.888450287786284,1
1284,6,2,10,2.00498474768509,1690,11,0.888450287786284,1
1150,6,2,10,1.89755204529334,1340,11,0.888450287786284,1
1160,2,2,10,1.90551002324829,1375,11,0.943194553897495,1
1234,2,2,10,1.92540496813565,1525,11,0.888450287786284,1
1203,2,2,10,1.98111081382026,1184,11,0.888450287786284,1
1093,6,2,10,1.73043450823952,1480,11,0.888450287786284,1
1237,6,2,10,1.96917384688784,1400,11,0.943194553897495,1
1036,6,2,10,1.63095978380271,1345,11,0.943194553897495,1
1209,2,2,10,2.01692171461751,1461,11,0.943194553897495,1
1069,2,2,10,1.70656057437468,1273,11,0.943194553897495,1
1205,2,2,10,2.02090070359498,1426,11,0.888450287786284,1
1092,6,2,10,1.6468757397126,1208,11,0.943194553897495,1
1188,6,2,10,1.81001428778896,1256,11,0.943194553897495,1
1368,6,2,10,1.94529991302301,1617,11,0.943194553897495,1
1179,2,2,10,1.96519485791037,1674,11,0.943194553897495,1
1064,2,2,10,1.69462360744227,1383,11,0.943194553897495,1
1217,2,2,10,1.75828743108182,1472,11,0.888450287786284,1
1180,6,2,10,1.96519485791037,1340,11,0.888450287786284,1
1286,6,2,10,2.1323123949642,1826,11,0.888450287786284,1
1204,2,2,10,1.86969912245104,1400,11,0.888450287786284,1
1316,6,2,10,2.17608127371639,1584,11,0.888450287786284,1
1341,2,2,10,2.22382914144605,1816,11,0.888450287786284,1
1240,2,2,10,2.09252250518948,1633,11,0.943194553897495,1
1283,6,2,10,2.02487969257245,1602,11,0.888450287786284,1
1127,6,2,10,1.76624540903677,1313,11,0.943194553897495,1
1221,6,2,10,1.9174469901807,1482,11,0.888450287786284,1
1207,2,2,10,1.94927890200048,1433,11,0.943194553897495,1
1153,6,2,10,1.86174114449609,1584,11,0.943194553897495,1
1128,6,2,10,1.79807732085654,1176,11,0.943194553897495,1
1251,2,2,10,1.96519485791037,1276,11,0.888450287786284,1
1261,2,2,10,1.87765710040598,1331,11,0.943194553897495,1
1130,2,2,10,1.63493877278019,1351,11,0.888450287786284,1
1281,6,2,10,2.01692171461751,1371,11,0.888450287786284,1
1006,6,2,10,1.89755204529334,1172,11,0.943194553897495,1
1249,6,2,10,1.90948901222576,1289,11,0.888450287786284,1
1288,6,2,10,1.96519485791037,1599,11,0.943194553897495,1
1301,6,2,10,2.01692171461751,1689,11,0.943194553897495,1
1298,2,2,10,2.09650149416695,1579,11,0.888450287786284,1
1305,6,2,10,2.01692171461751,1345,11,0.943194553897495,1
1265,6,2,10,2.10445947212189,1694,11,0.943194553897495,1
1155,2,2,10,2.04477463745981,1527,11,0.888450287786284,1
1070,2,2,10,1.82593024369885,1516,11,0.888450287786284,1
1133,6,2,10,1.73043450823952,1414,11,0.888450287786284,1
1165,2,2,10,2.00896373666256,1453,11,0.943194553897495,1
1315,2,2,10,2.13629138394167,1537,11,0.888450287786284,1
1205,2,2,10,1.92938395711312,1410,11,0.943194553897495,1
1093,6,2,10,1.95325789097795,1306,11,0.943194553897495,1
1347,6,2,10,1.88561507836093,1522,11,0.888450287786284,1
1081,6,2,10,1.81399327676643,1078,11,0.888450287786284,1
1209,6,2,10,1.86174114449609,1419,11,0.943194553897495,1
1050,2,2,10,1.75828743108182,1263,11,0.943194553897495,1
997,2,0,10,2.12435441700925,1722,11,0.943194553897495,0
914,2,0,10,1.4757792136813,1418,11,0.888450287786284,0
865,2,0,10,2.10445947212189,1971,11,0.943194553897495,0
841,6,0,10,2.02487969257245,1384,11,0.888450287786284,0
914,6,0,10,0.660086473299528,1453,11,0.888450287786284,0
795,6,0,10,0.994321547407183,1249,11,0.888450287786284,0
1005,2,0,10,2.86046737784159,2036,11,0.888450287786284,0
723,2,0,10,1.55535899323075,1473,11,0.943194553897495,0
685,2,0,10,1.11767020570882,1329,11,0.943194553897495,0
858,6,0,10,2.49042140293668,1742,11,0.888450287786284,0
865,2,0,10,2.18801824064881,1731,11,0.943194553897495,0
839,6,0,10,1.87367811142851,1646,11,0.943194553897495,0
1010,6,0,10,2.24770307531089,2095,11,0.888450287786284,0
895,2,0,10,1.6190228168703,1586,11,0.888450287786284,0
885,2,0,10,1.86572013347357,1568,11,0.888450287786284,0
979,6,0,10,2.4028836454323,1706,11,0.943194553897495,0
1110,6,0,10,2.73313973056248,1868,11,0.888450287786284,0
1086,6,0,10,2.29147195406308,1728,11,0.943194553897495,0
813,2,0,10,1.5195480924335,1210,11,0.888450287786284,0
737,2,0,10,1.27285077583023,1488,11,0.888450287786284,0
672,6,0,10,1.14552312855112,1671,11,0.888450287786284,0
504,6,0,10,1.05400638206926,1497,11,0.943194553897495,0
847,2,0,10,1.84582518858621,1441,11,0.943194553897495,0
970,6,0,10,2.56602219350865,1487,11,0.943194553897495,0
1211,2,0,10,2.39890465645482,1891,11,0.943194553897495,0
767,6,0,10,1.63095978380271,1708,11,0.943194553897495,0
964,2,0,10,2.38696768952241,1527,11,0.888450287786284,0
954,6,0,10,2.66549691794545,2042,11,0.888450287786284,0
1037,6,0,10,1.52352708141097,1511,11,0.888450287786284,0
1051,2,0,10,2.32728285486033,2159,11,0.888450287786284,0
880,2,0,10,2.20393419655869,1665,11,0.888450287786284,0
1005,6,0,10,2.74905568647237,2055,11,0.888450287786284,0
1017,2,0,10,1.57525393811811,1406,11,0.888450287786284,0
1108,2,0,10,2.55010623759876,1997,11,0.888450287786284,0
783,6,0,10,2.41879960134219,1984,11,0.888450287786284,0
876,6,0,10,1.70656057437468,1460,11,0.888450287786284,0
1002,6,0,10,1.12960717264123,1298,11,0.888450287786284,0
914,2,0,10,2.29545094304055,1993,11,0.943194553897495,0
965,2,0,10,1.62300180584777,1457,11,0.888450287786284,0
922,2,0,10,1.96519485791037,1601,11,0.943194553897495,0
1089,2,0,10,2.18801824064881,1770,11,0.943194553897495,0
1123,6,0,10,2.30340892099549,1616,11,0.943194553897495,0
1110,2,0,10,1.55138000425327,1480,11,0.888450287786284,0
706,2,0,10,1.56331697118569,1292,11,0.888450287786284,0
875,6,0,10,1.61504382789283,1261,11,0.888450287786284,0
1214,6,0,10,2.45461050213943,1487,11,0.888450287786284,0
1164,2,0,10,1.98508980279773,1546,11,0.943194553897495,0
657,6,0,10,0.863014911150604,1140,11,0.888450287786284,0
894,2,0,10,1.14552312855112,1573,11,0.888450287786284,0
733,6,0,10,1.21316594116815,1603,11,0.888450287786284,0
868,6,0,10,1.5195480924335,1431,11,0.943194553897495,0
1164,2,0,10,2.7729296203372,2305,11,0.888450287786284,0
1112,6,0,10,2.31136689895044,1812,11,0.943194553897495,0
1046,6,0,10,2.36707274463505,1727,11,0.888450287786284,0
982,2,0,10,1.75430844210435,1987,11,0.943194553897495,0
917,2,0,10,2.79680355420203,2056,11,0.943194553897495,0
1235,6,0,10,2.30340892099549,1747,11,0.888450287786284,0
1265,2,0,10,1.9612158689329,1932,11,0.943194553897495,0
974,6,0,10,2.43471555725207,1702,11,0.943194553897495,0
969,6,0,10,1.97713182484278,1897,11,0.943194553897495,0
656,2,0,10,1.43201033492911,1282,11,0.943194553897495,0
631,2,0,10,0.691918385119305,1472,11,0.888450287786284,0
648,2,0,10,1.18531301832584,1556,11,0.888450287786284,0
872,6,0,10,1.7184975413071,1509,11,0.943194553897495,0
1072,2,0,10,2.41482061236471,1718,11,0.943194553897495,0
1060,6,0,10,1.65085472869007,1534,11,0.943194553897495,0
822,6,0,10,2.60979107226084,1557,11,0.888450287786284,0
609,6,0,10,1.34049358844725,1303,11,0.888450287786284,0
1254,2,0,10,2.33524083281527,1766,11,0.888450287786284,0
972,6,0,10,2.39890465645482,1864,11,0.943194553897495,0
813,6,0,10,1.84582518858621,1518,11,0.943194553897495,0
1020,6,0,10,2.52623230373393,1788,11,0.943194553897495,0
1030,2,0,10,1.67870765153238,1996,11,0.888450287786284,0
1027,6,0,10,2.21189217451364,2025,11,0.888450287786284,0
985,2,0,10,2.22382914144605,1315,11,0.888450287786284,0
876,6,0,10,1.97315283586531,1764,11,0.888450287786284,0
637,2,0,10,0.958510646609934,1049,11,0.943194553897495,0
891,6,0,10,2.4307365682746,1946,11,0.943194553897495,0
760,2,0,10,2.08456452723453,1673,11,0.943194553897495,0
794,6,0,10,2.45461050213943,1872,11,0.888450287786284,0
719,6,0,10,1.06992233797915,1002,11,0.943194553897495,0
1005,2,0,10,3.18276548501682,2158,11,0.943194553897495,0
798,2,0,10,1.59912787198294,1522,11,0.943194553897495,0
890,2,0,10,2.64958096203557,2096,11,0.888450287786284,0
916,2,0,10,2.03283767052739,1836,11,0.888450287786284,0
1189,2,0,10,2.5302112927114,1956,11,0.943194553897495,0
775,6,0,10,1.97315283586531,1898,11,0.943194553897495,0
956,6,0,10,3.27826122047615,2053,11,0.888450287786284,0
1095,6,0,10,1.46384224674889,1651,11,0.943194553897495,0
866,6,0,10,2.71722377465259,1874,11,0.888450287786284,0
1040,6,0,10,2.46654746907185,1861,11,0.943194553897495,0
935,6,0,10,2.25168206428836,1648,11,0.943194553897495,0
738,6,0,10,1.26489279787528,1683,11,0.888450287786284,0
947,2,0,10,1.59514888300547,1568,11,0.943194553897495,0
830,2,0,10,0.986363569452238,1225,11,0.888450287786284,0
735,2,0,10,1.77818237596918,1495,11,0.888450287786284,0
979,2,0,10,1.6190228168703,1386,11,0.943194553897495,0
1003,6,0,10,2.61774905021579,2040,11,0.888450287786284,0
925,2,0,10,1.9612158689329,1419,11,0.888450287786284,0
645,6,0,10,1.447926290839,1547,11,0.943194553897495,0
956,6,0,10,1.71053956335216,1671,11,0.888450287786284,0
701,6,0,10,2.38298870054494,2199,11,0.888450287786284,0
763,2,0,10,1.24499785298792,1089,11,0.943194553897495,0
817,6,0,10,1.02615345922696,1267,11,0.943194553897495,0
761,2,0,10,1.45986325777142,1203,11,0.888450287786284,0
824,6,0,10,1.56729596016316,1475,11,0.888450287786284,0
880,6,0,10,2.12037542803178,1684,11,0.888450287786284,0
830,6,0,10,2.20791318553617,1902,11,0.943194553897495,0
1107,6,0,10,3.34192504411571,2288,11,0.943194553897495,0
1462,6,0,10,2.95596311330092,2166,11,0.943194553897495,0
1178,6,0,10,2.21985015246858,1736,11,0.888450287786284,0
1145,2,0,10,1.38824145617692,1410,11,0.888450287786284,0
1092,2,0,10,3.05941682671519,2180,11,0.888450287786284,0
660,6,0,10,0.0839844654877495,854,11,0.888450287786284,0
1096,6,0,10,2.11639643905431,1636,11,0.943194553897495,0
515,6,0,10,1.38426246719945,1278,11,0.888450287786284,0
650,2,0,10,1.90551002324829,1326,11,0.888450287786284,0
1199,6,0,10,2.76099265340478,1806,11,0.888450287786284,0
774,6,0,10,1.7463504641494,1680,11,0.888450287786284,0
1120,2,0,10,3.0435008708053,1973,11,0.943194553897495,0
1202,6,0,10,1.95723687995542,1970,11,0.943194553897495,0
1224,6,0,10,2.38298870054494,2141,11,0.888450287786284,0
981,6,0,10,2.19995520758122,2019,11,0.888450287786284,0
877,2,0,10,1.38824145617692,1471,11,0.943194553897495,0
823,2,0,10,1.8179722657439,1428,11,0.943194553897495,0
910,6,0,10,1.70656057437468,1512,11,0.888450287786284,0
1030,2,0,10,1.93336294609059,1764,11,0.888450287786284,0
950,6,0,10,1.69860259641974,1494,11,0.888450287786284,0
984,2,0,10,2.45858949111691,1793,11,0.943194553897495,0
967,6,0,10,1.6190228168703,1694,11,0.943194553897495,0
863,6,0,10,1.08185930491157,1526,11,0.943194553897495,0
1140,6,0,10,2.46256848009438,1664,11,0.943194553897495,0
886,2,0,10,1.6906446184648,1659,11,0.888450287786284,0
1075,2,0,10,2.10445947212189,1499,11,0.943194553897495,0
912,2,0,10,1.80603529881149,1620,11,0.943194553897495,0
1050,6,0,10,2.39890465645482,2053,11,0.888450287786284,0
813,2,0,10,1.56729596016316,1491,11,0.888450287786284,0
872,2,0,10,1.52352708141097,1627,11,0.888450287786284,0
975,2,0,10,0.942594690700046,1517,11,0.888450287786284,0
739,2,0,10,1.93734193506806,1429,11,0.943194553897495,0
839,6,0,10,1.52750607038844,1571,11,0.943194553897495,0
948,6,0,10,2.01692171461751,1739,11,0.943194553897495,0
742,6,0,10,1.72645551926204,1589,11,0.888450287786284,0
1276,2,0,10,2.34319881077022,1735,11,0.943194553897495,0
829,2,0,10,0.994321547407183,1546,11,0.888450287786284,0
741,6,0,10,1.92142597915818,1531,11,0.888450287786284,0
1238,2,0,10,1.59116989402799,1837,11,0.888450287786284,0
943,6,0,10,1.03013244820443,1405,11,0.888450287786284,0
999,6,0,10,2.55408522657624,1616,11,0.943194553897495,0
952,2,0,10,2.39890465645482,2024,11,0.943194553897495,0
512,6,0,10,1.77818237596918,1630,11,0.888450287786284,0
710,6,0,10,1.23306088605551,1536,11,0.888450287786284,0
1052,6,0,10,1.83388822165379,1548,11,0.888450287786284,0
845,2,0,10,1.39619943413186,1535,11,0.943194553897495,0
1031,2,0,10,2.27157700917572,1847,11,0.943194553897495,0
837,2,0,10,1.72645551926204,1811,11,0.943194553897495,0
776,2,0,10,1.42803134595164,1780,11,0.888450287786284,0
923,6,0,10,1.99702676973015,1554,11,0.888450287786284,0
900,2,0,10,2.17210228473892,1571,11,0.888450287786284,0
976,2,0,10,2.0606905933697,1794,11,0.888450287786284,0
866,6,0,10,2.2596400422433,1784,11,0.943194553897495,0
789,2,0,10,0.473073991358341,1304,11,0.888450287786284,0
1084,6,0,10,1.69860259641974,1686,11,0.943194553897495,0
756,2,0,10,1.53148505936591,1307,11,0.943194553897495,0
1042,6,0,10,1.56331697118569,1759,11,0.888450287786284,0
1163,6,0,10,2.6018330943059,1854,11,0.888450287786284,0
1093,6,0,10,1.84582518858621,1837,11,0.888450287786284,0
